"","index","SubjectID","Session","SessionCode","Trial","ProgFI","ObtFI","Lat","Breakpoint"
"16317",29,32,23,3,30,35,35.16,4,8.24
"16318",30,32,23,3,31,35,35.59,5.06,8.88
"16319",31,32,23,3,32,35,35.19,1.7,21.18
"16320",32,32,23,3,33,35,35.47,5.29,9.4
"16321",33,32,23,3,34,35,35.11,4.78,10.33
"16322",34,32,23,3,35,35,35.19,3.88,14.18
"16323",35,32,23,3,36,35,35.08,4.9,13.88
"16324",36,32,23,3,37,35,36.27,16.66,20.11
"16325",37,32,23,3,38,35,35.1,2.89,8.5
"16326",38,32,23,3,39,35,35.18,5.18,14.1
"16327",39,32,23,3,40,35,35.14,5.92,7.91
"16328",40,32,23,3,41,35,35.63,5.69,13.45
"16329",41,32,23,3,42,35,35.3,2.77,6.75
"16330",42,32,23,3,43,35,35.84,2.28,9.04
"16331",43,32,23,3,44,35,35.18,4.71,11.07
"16332",44,32,23,3,45,35,35.35,3.02,11.38
"16333",45,32,23,3,46,35,35.02,2.04,7.28
"16334",46,32,23,3,47,35,35.14,2.94,26.13
"16335",47,32,23,3,48,35,35.66,4.57,8.65
"16336",48,32,23,3,49,35,35.68,17.4,17.4
"16337",49,32,23,3,50,35,35.21,5.08,21.49
"16338",50,32,23,3,51,35,35.36,23.11,23.11
"16339",51,32,23,3,52,35,35.72,3.7,15.04
"16340",52,32,23,3,53,35,35.24,4.45,8.5
"16341",53,32,23,3,54,35,35.62,3.96,19.73
"16342",54,32,23,3,55,35,35.25,5.56,9.79
"16343",55,32,23,3,56,35,35.42,8.96,14.05
"16344",56,32,23,3,57,35,35.25,4.14,17.91
"16345",57,32,23,3,58,35,35.09,4.39,7.81
"16346",58,32,23,3,59,35,35.35,3.12,17.37
"16347",59,32,23,3,60,35,35.15,8.32,9.74
"16348",60,32,23,3,61,35,36.1,2.37,3.53
"16349",0,33,23,3,1,35,35.49,1.87,25.91
"16350",1,33,23,3,2,35,35.38,9.56,9.56
"16351",2,33,23,3,3,35,35.71,4.63,5.49
"16352",3,33,23,3,4,35,35.32,13.95,14.72
"16353",4,33,23,3,5,35,36.06,12.39,12.39
"16354",5,33,23,3,6,35,35.9,5.32,5.98
"16355",6,33,23,3,7,35,35.3,6.01,8.01
"16356",7,33,23,3,8,35,35.11,6.73,7.46
"16357",8,33,23,3,9,35,35.09,7.98,8.48
"16358",9,33,23,3,10,35,35.09,6.69,7.26
"16359",10,33,23,3,11,35,35.31,6.86,7.63
"16360",11,33,23,3,12,35,35.23,8.76,9.8
"16361",12,33,23,3,13,35,35.28,4.98,10.2
"16362",13,33,23,3,14,35,35.23,11.12,11.78
"16363",14,33,23,3,15,35,35.06,10.51,10.51
"16364",15,33,23,3,16,35,35.06,13.11,13.11
"16365",16,33,23,3,17,35,35.22,6.39,12.18
"16366",17,33,23,3,18,35,36.03,5.58,16.18
"16367",18,33,23,3,19,35,35.2,13.55,13.55
"16368",19,33,23,3,20,35,35.17,5,16.28
"16369",20,33,23,3,21,35,35.12,7.32,12.34
"16370",21,33,23,3,22,35,35.06,7.44,12.63
"16371",22,33,23,3,23,35,35.24,6.93,8
"16372",23,33,23,3,24,35,36.1,7.16,8.23
"16373",24,33,23,3,25,35,35.28,6.95,11.57
"16374",25,33,23,3,26,35,35.35,10.96,10.96
"16375",26,33,23,3,27,35,35.49,11.76,13.85
"16376",27,33,23,3,28,35,35.06,5.17,8.96
"16377",28,33,23,3,29,35,35.11,6.48,19.99
"16378",29,33,23,3,30,35,35.06,7.51,12.66
"16379",30,33,23,3,31,35,35.02,8.43,10.96
"16380",31,33,23,3,32,35,35.4,7.97,7.97
"16381",32,33,23,3,33,35,35.11,7.41,12.57
"16382",33,33,23,3,34,35,35.06,8.4,17.66
"16383",34,33,23,3,35,35,35.28,6.38,18.97
"16384",35,33,23,3,36,35,35.09,3.82,12.25
"16385",36,33,23,3,37,35,35.22,15.5,16.19
"16386",37,33,23,3,38,35,35.27,6.87,14.76
"16387",38,33,23,3,39,35,77.96,77.96,77.96
"16388",39,33,23,3,40,35,35.16,11.19,19.74
"16389",40,33,23,3,41,35,35.22,9.33,17.42
"16390",41,33,23,3,42,35,35.1,7.09,22.35
"16391",42,33,23,3,43,35,35.09,17.28,19.32
"16392",43,33,23,3,44,35,35.59,6.42,11.06
"16393",44,33,23,3,45,35,35.41,9.8,15.6
"16394",45,33,23,3,46,35,35.07,7.69,16.64
"16395",46,33,23,3,47,35,35.51,4.94,18.69
"16396",47,33,23,3,48,35,35.46,11.41,20.49
"16397",48,33,23,3,49,35,35.32,8.37,11.2
"16398",49,33,23,3,50,35,35.45,8.39,9.08
"16399",50,33,23,3,51,35,35.41,8.19,9.29
"16400",51,33,23,3,52,35,35.08,8.44,21.37
"16401",52,33,23,3,53,35,35.09,6.4,8.34
"16402",53,33,23,3,54,35,35.15,14.66,18.21
"16403",54,33,23,3,55,35,35.33,6.32,14.07
"16404",55,33,23,3,56,35,35.35,6.46,13.2
"16405",56,33,23,3,57,35,35.24,11.77,17.07
"16406",57,33,23,3,58,35,35.38,8.09,11.92
"16407",58,33,23,3,59,35,35.07,11.39,12
"16408",59,33,23,3,60,35,35.23,7.22,12.13
"16409",60,33,23,3,61,35,35.28,13.3,15.12
"16410",0,34,23,3,1,70,70.88,2.74,32.72
"16411",1,34,23,3,2,70,71.26,2.09,31.44
"16412",2,34,23,3,3,70,70.47,1.09,46.64
"16413",3,34,23,3,4,70,70.29,3.67,13.69
"16414",4,34,23,3,5,70,70.31,3.69,10.79
"16415",5,34,23,3,6,70,70.02,6.35,32.61
"16416",6,34,23,3,7,70,71.8,8.44,36.99
"16417",7,34,23,3,8,70,70.47,6.66,41.43
"16418",8,34,23,3,9,70,70.04,11.98,41.42
"16419",9,34,23,3,10,70,70.6,5.45,27.73
"16420",10,34,23,3,11,70,70.41,11.61,45
"16421",11,34,23,3,12,70,70.07,8.03,24.73
"16422",12,34,23,3,13,70,70.41,7.06,37.98
"16423",13,34,23,3,14,70,70.14,14.04,43.42
"16424",14,34,23,3,15,70,70.41,14.58,30.01
"16425",15,34,23,3,16,70,70.63,13.57,33.21
"16426",16,34,23,3,17,70,70.61,13.97,40.91
"16427",17,34,23,3,18,70,70.37,11.05,25.39
"16428",18,34,23,3,19,70,70.13,11.22,27.73
"16429",19,34,23,3,20,70,70.14,19.44,19.44
"16430",20,34,23,3,21,70,70.18,11.68,28.54
"16431",21,34,23,3,22,70,70.33,9.17,27
"16432",22,34,23,3,23,70,70.6,7.26,40.26
"16433",23,34,23,3,24,70,70.06,25.93,42.07
"16434",24,34,23,3,25,70,70.56,11.47,39.1
"16435",25,34,23,3,26,70,70.68,12.26,25.8
"16436",26,34,23,3,27,70,70.17,1.86,40.33
"16437",27,34,23,3,28,70,70.42,23.01,23.01
"16438",28,34,23,3,29,70,70.06,6.71,31.26
"16439",29,34,23,3,30,70,70.66,17.48,35.13
"16440",30,34,23,3,31,70,70.55,10.75,34.57
"16441",31,34,23,3,32,70,70.22,16.65,29.53
"16442",32,34,23,3,33,70,70.55,22.68,34.09
"16443",33,34,23,3,34,70,70.21,15.54,42.8
"16444",34,34,23,3,35,70,70.6,21,37.43
"16445",35,34,23,3,36,70,70.15,20.67,20.67
"16446",36,34,23,3,37,70,70.77,22.05,22.05
"16447",37,34,23,3,38,70,70.63,15.44,43
"16448",38,34,23,3,39,70,70.2,24.91,37.31
"16449",39,34,23,3,40,70,70.35,7.39,18.32
"16450",40,34,23,3,41,70,70.3,23.49,23.49
"16451",41,34,23,3,42,70,70.38,21.26,45.43
"16452",42,34,23,3,43,70,70.22,3.97,30.54
"16453",43,34,23,3,44,70,70.04,36.82,36.82
"16454",44,34,23,3,45,70,70.07,1.79,35.57
"16455",45,34,23,3,46,70,70.1,18.02,31.89
"16456",46,34,23,3,47,70,70.1,21.03,21.03
"16457",47,34,23,3,48,70,70.23,8.63,33.61
"16458",48,34,23,3,49,70,70.76,36.79,36.79
"16459",49,34,23,3,50,70,70.27,5.55,37.18
"16460",50,34,23,3,51,70,70.38,2.98,19.22
"16461",51,34,23,3,52,70,70.57,14.99,47.66
"16462",52,34,23,3,53,70,70.36,33.19,33.19
"16463",53,34,23,3,54,70,70.33,27.25,41.22
"16464",54,34,23,3,55,70,70.76,21.29,26.26
"16465",55,34,23,3,56,70,70.47,29.52,34.06
"16466",56,34,23,3,57,70,70.08,26.75,34.09
"16467",57,34,23,3,58,70,70.3,6.41,33.64
"16468",58,34,23,3,59,70,70.02,27.95,39.81
"16469",59,34,23,3,60,70,70.38,25.4,25.4
"16470",60,34,23,3,61,70,70.3,29.98,29.98
"16471",0,35,23,3,1,35,35.55,1.04,11.39
"16472",1,35,23,3,2,35,35.1,8.68,9.97
"16473",2,35,23,3,3,35,35.02,5,15.79
"16474",3,35,23,3,4,35,35.03,6.83,8.08
"16475",4,35,23,3,5,35,35.08,7.05,7.8
"16476",5,35,23,3,6,35,35.27,10.75,12.01
"16477",6,35,23,3,7,35,35.11,2.42,7.61
"16478",7,35,23,3,8,35,35.19,4.61,4.61
"16479",8,35,23,3,9,35,35.07,4.08,18.82
"16480",9,35,23,3,10,35,35.34,2.69,6.18
"16481",10,35,23,3,11,35,35.07,15.16,17.81
"16482",11,35,23,3,12,35,35.24,1.5,10.98
"16483",12,35,23,3,13,35,35.21,5.35,6.81
"16484",13,35,23,3,14,35,35.14,6.98,8.35
"16485",14,35,23,3,15,35,35.13,11.94,13.23
"16486",15,35,23,3,16,35,35.25,7.3,14.45
"16487",16,35,23,3,17,35,35.03,5.94,24.56
"16488",17,35,23,3,18,35,35.5,12.02,12.87
"16489",18,35,23,3,19,35,35.2,16.88,16.88
"16490",19,35,23,3,20,35,35.02,1.72,5.77
"16491",20,35,23,3,21,35,35.45,1.29,7.62
"16492",21,35,23,3,22,35,35.19,16.21,18.54
"16493",22,35,23,3,23,35,35.38,2.03,15.61
"16494",23,35,23,3,24,35,35.64,19.18,19.18
"16495",24,35,23,3,25,35,35.21,6.16,9.97
"16496",25,35,23,3,26,35,35.37,3.74,8.79
"16497",26,35,23,3,27,35,35.6,12.02,15.69
"16498",27,35,23,3,28,35,35.07,4.52,13.03
"16499",28,35,23,3,29,35,35.09,7.37,8.62
"16500",29,35,23,3,30,35,35.08,27.85,27.85
"16501",30,35,23,3,31,35,35.27,3.25,8.94
"16502",31,35,23,3,32,35,35.07,3.87,7
"16503",32,35,23,3,33,35,35.28,7.5,8.98
"16504",33,35,23,3,34,35,35.36,3.75,12.22
"16505",34,35,23,3,35,35,35.29,15.25,17.25
"16506",35,35,23,3,36,35,35.3,3.12,4.25
"16507",36,35,23,3,37,35,35.12,3.69,10.88
"16508",37,35,23,3,38,35,35.3,5.65,6.31
"16509",38,35,23,3,39,35,35.54,3.88,13.05
"16510",39,35,23,3,40,35,35.08,14.21,14.21
"16511",40,35,23,3,41,35,35.6,3.48,8.16
"16512",41,35,23,3,42,35,35.08,10.85,12.05
"16513",42,35,23,3,43,35,35.26,6.17,9.67
"16514",43,35,23,3,44,35,35.21,8.37,10.28
"16515",44,35,23,3,45,35,35.55,8.25,11.27
"16516",45,35,23,3,46,35,35.16,25.12,25.12
"16517",46,35,23,3,47,35,35.47,15.16,15.16
"16518",47,35,23,3,48,35,35.24,3.73,5.23
"16519",48,35,23,3,49,35,35.2,14.3,18.04
"16520",49,35,23,3,50,35,35.37,1.46,21.03
"16521",50,35,23,3,51,35,35.21,2.74,12.77
"16522",51,35,23,3,52,35,35.21,6.39,17.24
"16523",52,35,23,3,53,35,35.29,13.99,14.67
"16524",53,35,23,3,54,35,35.12,4.62,16.27
"16525",54,35,23,3,55,35,35.23,7.59,13.81
"16526",55,35,23,3,56,35,35.05,7.65,15.03
"16527",56,35,23,3,57,35,35.16,1.99,15.21
"16528",57,35,23,3,58,35,35.03,9.95,11.27
"16529",58,35,23,3,59,35,35.33,7.78,8.96
"16530",59,35,23,3,60,35,35.15,22.53,22.53
"16531",60,35,23,3,61,35,35.55,14.53,16.67
"16532",0,36,23,3,1,70,70.16,2.72,67.18
"16533",1,36,23,3,2,70,75.48,8.81,57.99
"16534",2,36,23,3,3,70,70.41,21.9,38.77
"16535",3,36,23,3,4,70,70.21,12.88,35.99
"16536",4,36,23,3,5,70,70.89,7.07,32.09
"16537",5,36,23,3,6,70,70.32,11.03,21.18
"16538",6,36,23,3,7,70,70.2,1.6,17.11
"16539",7,36,23,3,8,70,71.25,20.76,20.76
"16540",8,36,23,3,9,70,71.12,15.55,43.24
"16541",9,36,23,3,10,70,70.73,12.98,14.09
"16542",10,36,23,3,11,70,70.18,1.59,46.74
"16543",11,36,23,3,12,70,70.06,14.52,40
"16544",12,36,23,3,13,70,70.45,9.69,38.55
"16545",13,36,23,3,14,70,70.36,19.22,19.22
"16546",14,36,23,3,15,70,70.51,8.35,27.41
"16547",15,36,23,3,16,70,72.15,5.01,19.9
"16548",16,36,23,3,17,70,70.15,4.22,25.87
"16549",17,36,23,3,18,70,70.44,9.94,31.53
"16550",18,36,23,3,19,70,70.23,15.26,15.26
"16551",19,36,23,3,20,70,70.34,4.51,35.2
"16552",20,36,23,3,21,70,70.44,10.47,28.84
"16553",21,36,23,3,22,70,70.77,5.83,25.46
"16554",22,36,23,3,23,70,70.58,2.7,23.25
"16555",23,36,23,3,24,70,70.24,18.97,21.51
"16556",24,36,23,3,25,70,70.77,12.76,22.57
"16557",25,36,23,3,26,70,70.67,23.1,23.1
"16558",26,36,23,3,27,70,70.47,4.79,10.02
"16559",27,36,23,3,28,70,70.04,10.61,25.86
"16560",28,36,23,3,29,70,70.86,15.02,21.75
"16561",29,36,23,3,30,70,70.68,13.04,32.68
"16562",30,36,23,3,31,70,70.69,22.38,41.82
"16563",31,36,23,3,32,70,70.09,9.55,34.5
"16564",32,36,23,3,33,70,70.02,14.58,25.97
"16565",33,36,23,3,34,70,70.2,11.56,32.01
"16566",34,36,23,3,35,70,70.45,12.43,18.77
"16567",35,36,23,3,36,70,70.67,26.6,26.6
"16568",36,36,23,3,37,70,70.69,11.02,11.02
"16569",37,36,23,3,38,70,70.55,9.05,26.72
"16570",38,36,23,3,39,70,70.97,10.06,32.65
"16571",39,36,23,3,40,70,70.08,16.71,25.91
"16572",40,36,23,3,41,70,70.09,14.07,31.9
"16573",41,36,23,3,42,70,70.37,5.79,15.41
"16574",42,36,23,3,43,70,70.66,10.51,17.45
"16575",43,36,23,3,44,70,70.28,14.11,32.17
"16576",44,36,23,3,45,70,70.09,24.35,24.35
"16577",45,36,23,3,46,70,70.61,26.56,26.56
"16578",46,36,23,3,47,70,70.77,11.47,21.01
"16579",47,36,23,3,48,70,70.22,23.46,36.52
"16580",48,36,23,3,49,70,70.69,17.65,25.46
"16581",49,36,23,3,50,70,70.22,23.19,23.19
"16582",50,36,23,3,51,70,70.17,18.48,26.49
"16583",51,36,23,3,52,70,70.62,3.62,17.07
"16584",52,36,23,3,53,70,70.58,17.56,17.56
"16585",53,36,23,3,54,70,70.26,23.57,32.48
"16586",54,36,23,3,55,70,70.28,20.25,34.97
"16587",55,36,23,3,56,70,70.37,13.8,13.8
"16588",56,36,23,3,57,70,70.23,14.99,31.2
"16589",57,36,23,3,58,70,70.62,16.33,24.26
"16590",58,36,23,3,59,70,70.24,19.16,19.16
"16591",59,36,23,3,60,70,70.19,9.74,31.8
"16592",60,36,23,3,61,70,70.09,17.67,34.57
"16593",0,21,24,3,1,35,35.18,6.92,18.8
"16594",1,21,24,3,2,35,35.21,7.65,11.86
"16595",2,21,24,3,3,35,35.13,1.75,8.16
"16596",3,21,24,3,4,35,35.21,9.71,15.93
"16597",4,21,24,3,5,35,35.11,3.32,7.05
"16598",5,21,24,3,6,35,35.62,7.33,11.48
"16599",6,21,24,3,7,35,36,23.39,23.39
"16600",7,21,24,3,8,35,35.4,14.19,16.63
"16601",8,21,24,3,9,35,35.13,2.97,15.64
"16602",9,21,24,3,10,35,35.12,2.72,21.63
"16603",10,21,24,3,11,35,35.44,3.49,21.42
"16604",11,21,24,3,12,35,35.49,6.4,19.13
"16605",12,21,24,3,13,35,35.68,5.57,19.91
"16606",13,21,24,3,14,35,35.42,9.31,22.18
"16607",14,21,24,3,15,35,35.34,2.68,12.47
"16608",15,21,24,3,16,35,35.02,1.79,18.95
"16609",16,21,24,3,17,35,35.16,2.02,17.7
"16610",17,21,24,3,18,35,35.08,6.55,14.71
"16611",18,21,24,3,19,35,49.04,2.04,13.29
"16612",19,21,24,3,20,35,35.33,4.98,25.64
"16613",20,21,24,3,21,35,35.17,1.86,21.92
"16614",21,21,24,3,22,35,35.27,1.37,23.46
"16615",22,21,24,3,23,35,35.12,3.03,17.65
"16616",23,21,24,3,24,35,35.1,5.14,21.8
"16617",24,21,24,3,25,35,35.44,3.79,19.41
"16618",25,21,24,3,26,35,35.47,16.35,17.98
"16619",26,21,24,3,27,35,35.24,2.32,18.94
"16620",27,21,24,3,28,35,35.49,6.31,12.69
"16621",28,21,24,3,29,35,35.08,5.51,23.06
"16622",29,21,24,3,30,35,35.2,6.15,16
"16623",30,21,24,3,31,35,35.11,1.79,18.1
"16624",31,21,24,3,32,35,35.27,11.23,11.23
"16625",32,21,24,3,33,35,35.4,1.95,20.24
"16626",33,21,24,3,34,35,35.14,2.74,20.16
"16627",34,21,24,3,35,35,35.26,2.64,17.99
"16628",35,21,24,3,36,35,35.32,12.04,26.53
"16629",36,21,24,3,37,35,35.21,3.26,21.12
"16630",37,21,24,3,38,35,35.43,4.7,15.74
"16631",38,21,24,3,39,35,35.53,10.01,16.51
"16632",39,21,24,3,40,35,35.5,8.12,17.67
"16633",40,21,24,3,41,35,35.09,15.47,15.47
"16634",41,21,24,3,42,35,35.08,3.74,13.9
"16635",42,21,24,3,43,35,35.25,5.06,16.68
"16636",43,21,24,3,44,35,35.41,14.75,16.64
"16637",44,21,24,3,45,35,35.11,3.39,23.94
"16638",45,21,24,3,46,35,36.42,2.81,11.56
"16639",46,21,24,3,47,35,35.57,2.91,23.02
"16640",47,21,24,3,48,35,35.37,4.29,11.84
"16641",48,21,24,3,49,35,35.24,4.2,15.07
"16642",49,21,24,3,50,35,35.49,3.34,11.51
"16643",50,21,24,3,51,35,35.35,3.21,19.9
"16644",51,21,24,3,52,35,35.09,22.45,30.94
"16645",52,21,24,3,53,35,35.19,3.51,17.81
"16646",53,21,24,3,54,35,35.46,5.99,16.74
"16647",54,21,24,3,55,35,35.28,4.83,11.75
"16648",55,21,24,3,56,35,35.08,4.38,22.13
"16649",56,21,24,3,57,35,35.13,4.43,20.69
"16650",57,21,24,3,58,35,35.19,26.93,26.93
"16651",58,21,24,3,59,35,35.36,1.46,15.04
"16652",59,21,24,3,60,35,35.51,15.73,15.73
"16653",60,21,24,3,61,35,35.52,16.77,29.57
"16654",0,22,24,3,1,70,70.26,2.71,22.14
"16655",1,22,24,3,2,70,70.32,7.14,11.96
"16656",2,22,24,3,3,70,70.31,22.67,31.52
"16657",3,22,24,3,4,70,70.22,17.24,34.56
"16658",4,22,24,3,5,70,70.32,15.05,38.47
"16659",5,22,24,3,6,70,70.32,9.14,37.23
"16660",6,22,24,3,7,70,70.12,15.48,15.48
"16661",7,22,24,3,8,70,70.07,29.25,34.65
"16662",8,22,24,3,9,70,70.1,15.38,29.21
"16663",9,22,24,3,10,70,70.22,10.23,36.07
"16664",10,22,24,3,11,70,70.53,14.56,40.54
"16665",11,22,24,3,12,70,70.07,16.52,36.41
"16666",12,22,24,3,13,70,70.14,14.19,39.43
"16667",13,22,24,3,14,70,70.21,11.84,30.88
"16668",14,22,24,3,15,70,70.1,16.86,42.8
"16669",15,22,24,3,16,70,71.18,16.42,39.13
"16670",16,22,24,3,17,70,70.43,10.41,40.71
"16671",17,22,24,3,18,70,70.12,5.82,18.13
"16672",18,22,24,3,19,70,70.08,13.46,38.79
"16673",19,22,24,3,20,70,70.22,18.42,19.42
"16674",20,22,24,3,21,70,70.6,28.2,28.2
"16675",21,22,24,3,22,70,70.51,4.4,43.07
"16676",22,22,24,3,23,70,70.66,17,26.09
"16677",23,22,24,3,24,70,70.04,14.22,37.63
"16678",24,22,24,3,25,70,70.65,23.65,25.66
"16679",25,22,24,3,26,70,70.15,8.57,31.95
"16680",26,22,24,3,27,70,70.32,16.13,22.02
"16681",27,22,24,3,28,70,70.7,22.75,33.61
"16682",28,22,24,3,29,70,70.26,26.99,44.55
"16683",29,22,24,3,30,70,70.23,10.25,34.87
"16684",30,22,24,3,31,70,70.24,12.08,33.62
"16685",31,22,24,3,32,70,70.47,22.7,39.59
"16686",32,22,24,3,33,70,70.09,16.41,37.11
"16687",33,22,24,3,34,70,70.12,18.35,38.2
"16688",34,22,24,3,35,70,70.18,23.23,23.23
"16689",35,22,24,3,36,70,70.17,23.98,31.06
"16690",36,22,24,3,37,70,70.37,8.52,33.98
"16691",37,22,24,3,38,70,70.17,27.48,27.48
"16692",38,22,24,3,39,70,70.04,23.47,27.95
"16693",39,22,24,3,40,70,70.24,22.27,37.77
"16694",40,22,24,3,41,70,70.26,17,33.13
"16695",41,22,24,3,42,70,70.04,8.79,23.98
"16696",42,22,24,3,43,70,70.48,3.91,19.47
"16697",43,22,24,3,44,70,70.05,19.63,24.69
"16698",44,22,24,3,45,70,70.19,19.42,32.75
"16699",45,22,24,3,46,70,70.4,18.35,27.67
"16700",46,22,24,3,47,70,70.08,12.54,32.71
"16701",47,22,24,3,48,70,70.2,16.83,36.38
"16702",48,22,24,3,49,70,70.28,13.86,21.35
"16703",49,22,24,3,50,70,70.9,10.66,23.21
"16704",50,22,24,3,51,70,70.78,17.44,19.73
"16705",51,22,24,3,52,70,70.47,13.21,33.28
"16706",52,22,24,3,53,70,70.43,16.87,24.75
"16707",53,22,24,3,54,70,70.08,17.89,17.89
"16708",54,22,24,3,55,70,70.31,31.53,38.49
"16709",55,22,24,3,56,70,70.24,14.05,24.75
"16710",56,22,24,3,57,70,70.15,39.5,43.51
"16711",57,22,24,3,58,70,70.3,18.87,22.26
"16712",58,22,24,3,59,70,70.76,24.49,39.43
"16713",59,22,24,3,60,70,70.02,17.49,34.5
"16714",60,22,24,3,61,70,70.37,10.68,22.79
"16715",0,23,24,3,1,35,35.17,2.68,10.25
"16716",1,23,24,3,2,35,35.33,7.09,8.49
"16717",2,23,24,3,3,35,35.05,2.13,13.97
"16718",3,23,24,3,4,35,35.13,10.14,12.09
"16719",4,23,24,3,5,35,35.17,5.06,6.22
"16720",5,23,24,3,6,35,35.43,11.09,11.09
"16721",6,23,24,3,7,35,35.05,6.36,6.36
"16722",7,23,24,3,8,35,35.34,1.97,18.69
"16723",8,23,24,3,9,35,35.34,10.97,10.97
"16724",9,23,24,3,10,35,35.04,2.36,18.83
"16725",10,23,24,3,11,35,35.12,3.13,10.32
"16726",11,23,24,3,12,35,35.8,4.44,5.26
"16727",12,23,24,3,13,35,35.18,8.31,8.31
"16728",13,23,24,3,14,35,35.31,2.27,16.78
"16729",14,23,24,3,15,35,35.42,2.25,14.73
"16730",15,23,24,3,16,35,35.36,8.7,8.7
"16731",16,23,24,3,17,35,35.21,2.94,4.43
"16732",17,23,24,3,18,35,35.1,1.41,9.44
"16733",18,23,24,3,19,35,35.62,3.42,8.41
"16734",19,23,24,3,20,35,35.08,6.02,14.73
"16735",20,23,24,3,21,35,35.02,11.63,11.63
"16736",21,23,24,3,22,35,35.68,2.12,9.44
"16737",22,23,24,3,23,35,35.4,3.21,7.41
"16738",23,23,24,3,24,35,35.23,5.18,6.9
"16739",24,23,24,3,25,35,35.46,3.15,3.15
"16740",25,23,24,3,26,35,35.04,5.98,5.98
"16741",26,23,24,3,27,35,35.08,2.28,16.9
"16742",27,23,24,3,28,35,35.06,10.32,11.5
"16743",28,23,24,3,29,35,35.15,1.86,7
"16744",29,23,24,3,30,35,35.71,2.53,6.72
"16745",30,23,24,3,31,35,35.18,5.49,8.9
"16746",31,23,24,3,32,35,35.35,5.26,6.27
"16747",32,23,24,3,33,35,35.04,4.46,5.95
"16748",33,23,24,3,34,35,35.2,5.03,15.73
"16749",34,23,24,3,35,35,35.02,4.04,16.65
"16750",35,23,24,3,36,35,35.54,16.07,17.88
"16751",36,23,24,3,37,35,35.26,2.29,2.29
"16752",37,23,24,3,38,35,35.14,3.12,9.79
"16753",38,23,24,3,39,35,35.34,5.82,12.85
"16754",39,23,24,3,40,35,35.46,5.75,5.75
"16755",40,23,24,3,41,35,35.17,2.86,4.73
"16756",41,23,24,3,42,35,35.7,4.92,4.92
"16757",42,23,24,3,43,35,35.28,4.48,5.38
"16758",43,23,24,3,44,35,35.18,7.06,7.06
"16759",44,23,24,3,45,35,35.12,11.21,11.21
"16760",45,23,24,3,46,35,35.16,7.76,7.76
"16761",46,23,24,3,47,35,35.2,7.77,7.77
"16762",47,23,24,3,48,35,35.45,5.55,5.55
"16763",48,23,24,3,49,35,35.18,3.58,11.23
"16764",49,23,24,3,50,35,35.13,6.29,6.29
"16765",50,23,24,3,51,35,35.27,10.96,10.96
"16766",51,23,24,3,52,35,35.02,5.23,5.23
"16767",52,23,24,3,53,35,35.5,12.08,12.08
"16768",53,23,24,3,54,35,35.45,5.14,5.14
"16769",54,23,24,3,55,35,35.45,4.35,4.35
"16770",55,23,24,3,56,35,35.24,9.87,9.87
"16771",56,23,24,3,57,35,35.08,8.2,8.2
"16772",57,23,24,3,58,35,35.34,4.94,4.94
"16773",58,23,24,3,59,35,35.22,6.62,6.62
"16774",59,23,24,3,60,35,35.1,10.03,10.66
"16775",60,23,24,3,61,35,35.26,5.53,5.53
"16776",0,24,24,3,1,70,71.62,10.94,24.27
"16777",1,24,24,3,2,70,74.26,9.17,9.17
"16778",2,24,24,3,3,70,70.31,13.93,22.34
"16779",3,24,24,3,4,70,70.29,14.55,21.37
"16780",4,24,24,3,5,70,71.34,22.47,39.96
"16781",5,24,24,3,6,70,70.37,12.11,18.01
"16782",6,24,24,3,7,70,70.1,16.09,20.3
"16783",7,24,24,3,8,70,70.68,12.49,15.41
"16784",8,24,24,3,9,70,70.05,10.76,25.03
"16785",9,24,24,3,10,70,79.02,20.96,24.93
"16786",10,24,24,3,11,70,70.18,12.92,23.05
"16787",11,24,24,3,12,70,70.17,8.02,40.26
"16788",12,24,24,3,13,70,70.05,10.32,10.32
"16789",13,24,24,3,14,70,71.01,8.31,48.54
"16790",14,24,24,3,15,70,70.82,16.59,23.54
"16791",15,24,24,3,16,70,70.66,13.72,15.95
"16792",16,24,24,3,17,70,70.4,13.72,13.72
"16793",17,24,24,3,18,70,70.32,20.37,24.44
"16794",18,24,24,3,19,70,70.42,16.32,32.65
"16795",19,24,24,3,20,70,70.28,14.19,40.05
"16796",20,24,24,3,21,70,70.53,12.08,46.67
"16797",21,24,24,3,22,70,70.82,15.34,15.34
"16798",22,24,24,3,23,70,71.21,8.84,8.84
"16799",23,24,24,3,24,70,70.33,12.47,18.8
"16800",24,24,24,3,25,70,70.38,17.68,23.07
"16801",25,24,24,3,26,70,70.11,16.73,30.04
"16802",26,24,24,3,27,70,70.42,13.49,13.49
"16803",27,24,24,3,28,70,70.07,19.04,25.49
"16804",28,24,24,3,29,70,70.25,10.59,29.68
"16805",29,24,24,3,30,70,70.62,16.33,16.33
"16806",30,24,24,3,31,70,70.24,23.96,23.96
"16807",31,24,24,3,32,70,70.18,14.24,15.21
"16808",32,24,24,3,33,70,70.81,18.55,18.55
"16809",33,24,24,3,34,70,70.06,17.63,30.55
"16810",34,24,24,3,35,70,70.24,16.26,16.26
"16811",35,24,24,3,36,70,70.34,12.2,12.2
"16812",36,24,24,3,37,70,70.35,8.49,37.65
"16813",37,24,24,3,38,70,70.93,10.23,45.03
"16814",38,24,24,3,39,70,70.56,20.32,32.3
"16815",39,24,24,3,40,70,70.5,12.36,55.94
