,SubjectID,Group,ProgFI,index,Session,SessionCode,Trial,ObtFI,Latency,Breakpoint,LogLat,LogBP
94,29,Base40,49.27,10.884304530211518,3.4885832032441817,0.0,10.884304530211518,9.218622831795084,4.625850999913882,9.421089400254552,1.1919900774002437,0.5836492471962069
95,29,Base40,57.63,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,17.572438359363133,5.802916850311679,7.778582499424596,1.281239547181926,0.7363609531212879
96,29,Base40,64.27,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,24.216119915986976,6.136749029615133,9.332484824810548,1.3375451158101457,0.8557361380149271
97,29,Base40,68.53,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,28.434456098491157,6.142724257460323,8.724856821256061,1.384680244622556,0.8655075216051288
98,29,Base40,70.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,30.209486269852487,7.15727225943321,8.942333247706857,1.274572017828386,0.941978084893973
99,30,Base20,5.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,15.08435563034128,1.8508846298577006,1.3946969958184208,1.2269473015649903,0.6744140783230411
100,30,Base20,5.73,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,14.214869448252104,1.7430101540619667,1.2342775042294212,1.2903708243718133,0.5966916737612517
101,30,Base20,7.86,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,12.085979287825406,1.5952771469346372,1.19189637844502,1.2865052824975036,0.5668653180339159
102,30,Base20,11.18,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,8.791604551728406,2.4605175084876896,1.8061549614251957,1.3813729625184974,0.5168247836761126
103,30,Base20,15.36,10.884304530211516,3.4885832032441817,0.0,10.884304530211516,4.598713159312201,1.893273917288918,2.416972198832473,1.277301392110177,0.43414447297857994
104,30,Base20,20.0,14.26148065624585,3.4811842909844044,0.0,14.26148065624585,0.25444183955771443,3.0184330877269336,2.8022503618334103,1.4887471382084707,0.41447975472004767
105,30,Base20,24.64,10.884304530211518,3.4885832032441817,0.0,10.884304530211518,4.672765195734544,2.800797560865539,4.110289091832802,1.2908570175317176,0.398500310861476
106,30,Base20,28.82,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,8.846702945967182,2.200999732552241,4.796533096196439,1.1590268546997409,0.4689690654015397
107,30,Base20,32.14,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,12.077752845022994,3.3910696169738417,5.527237292113785,1.3982086219779257,0.4899225263365096
108,30,Base20,34.27,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,14.29375871833131,2.363119923168648,5.272432654789513,1.1915217469684503,0.642047598168491
109,30,Base20,35.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,15.105466036063456,1.758291331320581,5.739339392880217,0.9439839660716886,0.8729320723033702
110,31,Base40,10.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,30.689282080254813,1.7322131274299302,1.6798421250871736,0.7588330545354751,0.8563927802642158
111,31,Base40,11.47,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,28.855275532627125,1.6224731444957503,1.6497855948168685,0.7499224127610491,0.8370970668545217
112,31,Base40,15.73,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,24.51887599670596,1.359856046172556,2.2038947532342226,0.8104682579510263,0.778417986080545
113,31,Base40,22.37,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,17.785513099059262,2.818934640757967,3.5127578966931585,0.8740050720099829,0.5696867644861994
114,31,Base40,30.73,10.884304530211516,3.4885832032441817,0.0,10.884304530211516,9.356371354808338,3.7713582546751487,4.847160603190343,0.9752531263071741,0.4720658053225704
115,31,Base40,40.0,14.26148065624585,3.4811842909844044,0.0,14.26148065624585,0.3218142426612918,4.326916188299118,6.503147443097585,0.97712971920636,0.4005376215337862
116,31,Base40,49.27,10.884304530211518,3.4885832032441817,0.0,10.884304530211518,9.427312683037453,4.916039527559235,7.670173439627792,1.1106159401470361,0.5031116120076358
117,31,Base40,57.63,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,17.77384743048813,5.292060990780611,9.207072212348736,1.1420891067821297,0.6364190553476846
118,31,Base40,64.27,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,24.558767945048125,3.7524669663214,10.491212176597955,1.1423536014862858,0.8166673511826257
119,31,Base40,68.53,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,28.935995029259555,4.729584566157975,8.74711404281516,1.121965319485679,0.8711390094574382
120,31,Base40,70.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,30.645786137265503,5.411144682538281,9.957509583296883,0.9069092366929028,0.9630043997171814
121,32,Base20,5.0,10.215078369104983,3.5262987123463683,0.0,10.215078369104983,15.122022308396856,1.0904473221200741,0.8424084476983972,0.5150597461928564,0.7992437213032805
122,32,Base20,5.73,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,14.2002464704911,0.8391541830365867,0.6810816126724956,0.5659892706211542,0.7335904111922065
123,32,Base20,7.86,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,12.056497784588492,0.9122825204743982,0.8401475037243069,0.4635483136973304,0.6053335320787587
124,32,Base20,11.18,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,8.584438749998876,2.3330625381111387,2.336161267568039,0.4454997638327668,0.5595041954150641
125,32,Base20,15.36,10.884304530211516,3.4885832032441817,0.0,10.884304530211516,4.624834437328003,2.795267268904698,2.5601711697540295,0.4534010791513617,0.430993045612368
126,32,Base20,20.0,14.26148065624585,3.4811842909844044,0.0,14.26148065624585,0.2709829356480386,2.7809125996704123,3.1205606252433564,0.48512030192084665,0.3456301379155569
127,32,Base20,24.64,10.884304530211518,3.4885832032441817,0.0,10.884304530211518,4.651651559827171,2.3059561715800725,4.021957265837984,0.4759243617404842,0.4517844482107497
128,32,Base20,28.82,10.550789019602764,3.4885832032441817,0.0,10.550789019602764,8.745788490013735,2.531190527713916,4.9441148481002815,0.4265039467332261,0.5464028642731955
129,32,Base20,32.14,10.305957789426795,3.4885832032441817,0.0,10.305957789426795,11.97170475952739,2.5955128953091937,6.133273912996547,0.40587280377872187,0.6008990714306437
130,32,Base20,34.27,10.156226472967841,3.4885832032441817,0.0,10.156226472967841,14.130552175595762,2.451108294336947,5.5647175912679865,0.43021836070836533,0.7795354241524921
